Date,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,No of Investors
04/12/2018,NAGPUR WHOLESALE,ONLINE MARKETPLACE FOR PHOTOGRAPHERS,ECOMMERCE PORTAL FOR SENIOR CITIZENS,NAGPUR,OMPHALOS VENTURES INDIA LLP,SEED FUNDING,143000,1
02/12/2018,GUIDDOO,TRAVEL TECH,PLATFORM FOR TRAVEL AGENTS,MUMBAI,INDIVIDUAL INVESTORS,PRE-SERIES A,800000,1
02/12/2018,CAREER ANNA,ONLINE EDUCATION INFORMATION PLATFORM,"VIDEOBASED CERTIFICATION, TRAININGS",GURUGRAM,INDIVIDUAL INVESTORS,PRE-SERIES A,572000,1
01/12/2018,URBANCLAP TECHNOLOGIES PVT. LTD,SERVICES PLATFORM,HOME SERVICES MARKETPLACE,NEW DELHI,STEADVIEW CAPITAL AND VY CAPITAL.,SERIES D,50000000,1
25/11/2018,INCRED FINANCE,FINANCE,SME LENDING PLATFORM,INDIA,"PARAGON PARTNERS, INDIVIDUAL INVESTORS",PRIVATE EQUITY,42000000,2
25/11/2018,ROPOSO ,SOCIAL MEDIA,VIDEO SHARING,DELHI,"BERTELSMANN INDIA INVESTMENTS, NIRVANA DIGITAL INDIA FUND, NIRVANA DIGITAL INVESTMENT HOLDING, 500 STARTUPS",SERIES B,1700000,4
24/11/2018,ENGINEER.AI,SOFTWARE,AI PLATFORM FOR HOSPITALITY INDUSTRY,INDIA,"LAKESTAR AND JUNGLE VENTURES, SOFTBANK X80X99S DEEPCORE.",SERIES A,29500000,2
23/11/2018,SIGNZY,FINANCIAL TECH,DIGITAL ONBOARDING SOLUTION,MUMBAI,"STELLARIS VENTURE PARTNERS AND KALAARI CAPITAL, RAJAN ANANDAN FROM GOOGLE, DILIP KHANDWELWAL FROM SAP LABS INDIA, AND AMRISH RAU FROM PAYU INDIA",SERIES A,3400000,4
22/11/2018,AAVISHKAARINTELLECAP GROUP,INVESTMENT,SME FUNDING,MUMBAI,TEACHERS INSURANCE AND ANNUITY ASSOCIATION (TIAA),EQUITY BASED FUNDING,31000000,1
21/11/2018,GENIUS CORNER,EDUCATION CONTENT PROVIDER,PERSONALIZED LEARNING,NOIDA,INDIVIDUAL INVESTORS,SEED FUNDING,278000,1
20/11/2018,HEALTHIFYME,HEALTH AND WELLNESS,WELLNESS COACH,BENGALURU,"SISTEMA ASIA FUND, VC SAMSUNG NEXT, CHIRATAE VENTURES, INVENTUS CAPITAL, BLUME VENTURES AND INNOVEN CAPITAL.",SERIES B (EXTENSION),6000000,5
19/11/2018,AUTOMATION ANYWHERE,AUTOMATION,ROBOTICS,CALIFORNIA,"SOFTBANK VISION FUND, LIGHTSPEED VENTURE PARTNERS, SEQUOIA CAPITAL INDIA ADVISORS, GREENOAKS CAPITAL PARTNERS",SERIES B,300000000,4
14/11/2018,CLEANSECAR,SERVICES PLATFORM,CAR WASH,BENGALURU,"VENTURE CATALYSTS, ALFA CAPITAL, GREEN SHOTS CAPITAL, REAL TIME VENTURES",ANGEL FUNDING,500000,4
13/11/2018,DRIVEU,TRANSPORTATION AND LOGISTICS PLATFORM,ONDEMAND DRIVERS,BENGALURU,STEVENS CREEK VENTURES,MEZZANINE,1000000,1
12/11/2018,BLACKBUCK,FOOD TECH,POS FOR ONLINE ORDERING,"NEW YORK, BENGALURU","TIGER GLOBAL MANAGEMENT, BERTELSMANN INDIA, STEADVIEW CAPITAL, LIBERTY MEDIA, MOUSSE PARTNERS, QUILVEST",SERIES A,1000000,6
12/11/2018,MILKBASKET,FOOD DISCOVERY AND DELIVERY MOBILE APP,MICRODELIVERY GROCERY SERVICE,NEW DELHI,MAYFIELD FUND,SERIES B,1300000,1
08/11/2018,MOBILE PREMIER LEAGUE,GAMING,MOBILE ESPORTS,BENGALURU,"UNDISCLOSED JAPANESE INVESTOR, BERTELSMANN INDIA INVESTMENTS, NIRVANA DIGITAL INDIA FUND, NIRVANA DIGITAL INVESTMENT HOLDING CO LTD, 500 STARTUPS",SERIES A,500000,5
08/11/2018,AANDR BON VIVANTS,FOOD DISCOVERY AND DELIVERY MOBILE APP,MEAT RETAIL CHAIN,JAIPUR,"RB INVESTMENTS, SINGAPORE",EQUITY BASED FUNDING,1000000,2
06/11/2018,MEESHO,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,SOCIAL COMMERCE,BENGALURU,"SHUNWEI CAPITAL, DST PARTNERS AND RPS VENTURES",SERIES C,50000000,2
03/11/2018,VERITAS FINANCE LTD.,NBFC,MSME FINANCE,CHENNAI,"NORWEST VENTURE PARTNERS, CDC GROUP, THE UK X80X99S DEVELOPMENT FINANCE INSTITUTION AND P SURENDRA PAI",SERIES D,27799000,3
01/11/2018,GODESI,FOOD AND BEVERAGES,REGIONAL FLAVOURS,BENGALURU,"LEAD ANGELS NETWORK, ANBU PANDIAN, PRABHAKAR MR AND OTHERS",ANGEL FUNDING,138995,3
12/10/2018,BLACKBUCK,LOGISTICS TECH PLATFORM,LARGEST TRUCKING PLATFORM,BENGALURU,"SEQUOIA CAPITAL INDIA, NORTH BASE MEDIA, AARIN CAPITAL, 3ONE4 CAPITAL, AXILOR VENTURES, KUNAL SHAH, SANDEEP TANDON",PRIVATE EQUITY,14680000,7
12/10/2018,LETSTRANSPORT,LOGISTICS TECH PLATFORM,BOOK TRUCKS ONLINE,BENGALURU,FOSUN INTERNATIONAL,SERIES C,12000000,1
11/10/2018,INNOV8,REAL ESTATE INTELLIGENCE PLATFORM,COWORKING SPACES BOOKING PLATFORM,NEW DELHI,CREDENCE FAMILY OFFICE,PRE-SERIES A,4000000,1
05/10/2018,DROOM.IN,AUTOMOBILE,NEW AND USED CARS PLATFORM,GURUGRAM,ZIGEXN,SERIES E,3000000,1
04/10/2018,GROVER ZAMPA,FOOD DISCOVERY AND DELIVERY MOBILE APP,WINE,MUMBAI,RAVI VISWANATHAN,PRIVATE EQUITY,8200000,1
02/10/2018,ORIGO COMMODITIES INDIA PVT. LTD,LOGISTICS SERVICE PROVIDER MARKETPLACE,SUPPLY CHAIN EQUIPMENT AND SERVICES PROVIDER,HYDERABAD,"COOPERATIVE OIKOCREDIT, CASPIAN AND HIVOSTRIODOS FUND",ANGEL FUNDING,11000000,2
12/09/2018,KISSHT,FINTECH STARTUP INCUBATION PLATFORM,ONLINE LENDING PLATFORM FOR SALARIED PROFESSIONALS,MUMBAI,"VERTEX VENTURES SOUTHEAST ASIA (SEA) AND INDIA AND SISTEMA ASIA FUND, FOSUN RZ CAPITAL, VENTUREAST, AND ENDIYA PARTNERS.NN",PRIVATE EQUITY,30000000,4
11/09/2018,AUTOGRID,TECHNOLOGY,AIBASED ENERGY OPTIMISATION AND CONTROL PROVIDER,BENGALURU,"CLP HOLDINGS GROUP, INNOGY,X98RSTEAD, AND TENASKA",PRIVATE EQUITY,32000000,4
11/09/2018,PHARMEASY,CONSUMER INTERNET,ONLINE MARKETPLACE FOR PHARMACEUTICAL PRODUCTS,MUMBAI,INNOVEN CAPITAL INDIA,DEBT FUNDING,5500000,1
11/09/2018,UPWARDS,FINTECH STARTUP INCUBATION PLATFORM,ONLINE MICRO LENDING MARKETPLACE,MUMBAI,"SHUNWEI CAPITAL,QUOTIENT, MAYFIELD AND OTHERS",PRIVATE EQUITY,5000000,3
10/09/2018,MAMAEARTH,HEALTHCARE SERVICES DISCOVERY PLATFORM,ONLINE MARKETPLACE FOR MOTHER AND BABYCARE PRODUCTS,GURUGRAM,STELLARIS VENTURES AND OTHERS,PRIVATE EQUITY,4000000,1
06/09/2018,DREAM11,CONSUMER INTERNET,ONLINE GAMING PLATFORM,MUMBAI,"TENCENT, KALAARI CAPITAL AND PRIVATE EQUITY FIRM MULTIPLES ALTERNATE ASSET MANAGEMENT",PRIVATE EQUITY,100000000,2
05/09/2018,NYKAA,CONSUMER INTERNET,ONLINE MARKETPLACE FOR MULTIBRAND BEAUTY COSMETIC AND WELLNESS PRODUCTS,MUMBAI,LIGHTHOUSE FUNDS AND THUASNE PARTICIPATIONS,PRIVATE EQUITY,157200000,1
04/09/2018,3HCARE,HEALTHCARE SERVICES DISCOVERY PLATFORM,HEALTHCARE SERVICE PROVIDER,DELHI,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,ANGEL FUNDING,1000000,1
03/09/2018,UDAAN,B2B PLATFORM,LOGISTICS AND SHIPPING,BENGALURU,DST GLOBAL AND LIGHTSPEED VENTURE PARTNERS X80X99 GLOBAL FUND.,PRIVATE EQUITY,225000000,1
03/09/2018,DAILY HUNT,CONSUMER INTERNET,NEWS AND EBOOKS MOBILE APP,BENGALURU,"FALCON EDGE CAPITAL, MERU CAPITAL, OLA, MATRIX PARTNERS, DSG CONSUMER PARTNERS, AXIS BANK",PRIVATE EQUITY,6390000,6
01/09/2018,NETMEDS ,CONSUMER INTERNET,ONLINE PHARMACY CHAIN,CHENNAI,"SISTEMA ASIA FUND, SISTEMA JSFC AND TANNCAM INVESTMENT",PRIVATE EQUITY,35000000,2
30/08/2018,TRUE NORTH,FINANCE,PRIVATE EQUITY FIRM,MUMBAI,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,PRIVATE EQUITY,600000000,1
28/08/2018,NARVAR,IT INFRASTRUCTURE AND DATA CENTER SERVICES,POSTPURCHASE CUSTOMER ENGAGEMENT PLATFORM,BENGALURU,ACCEL (FORMERLY KNOWN AS ACCEL PARTNERS),PRIVATE EQUITY,3000000,1
27/08/2018,MYUPCHAR,HEALTHCARE SERVICES DISCOVERY PLATFORM,LOCAL LANGUAGE HEALTH CONTENT APP,DELHI,"NEXUS VENTURE PARTNERS, OMIDYAR NETWORK AND SHUNWEI CAPITAL",PRIVATE EQUITY,5000000,2
26/08/2018,ZESTMONEY,CONSUMER INTERNET,ONLINE LENDING PLATFORM FOR SALARIED PROFESSIONALS,BENGALURU,"XIAOMI,PAYU, RIBBIT CAPITAL AND OMIDYAR NETWORK",PRIVATE EQUITY,13400000,3
26/08/2018,SHUBH LOANS,FINTECH STARTUP INCUBATION PLATFORM,CUSTOMER SOURCING PLATFORM,BENGALURU,"SAAMA CAPITAL, SRI CAPITAL, BEENEXT, AND PRAVEGA VENTURES",PRIVATE EQUITY,4200000,4
22/08/2018,PI VENTURES,TECHNOLOGY,APPLIED ARTIFICIAL INTELLIGENCE AND IOT FOCUSEDPLATFORM,BENGALURU,CDC GROUP PLC,PRIVATE EQUITY,6000000,1
22/08/2018,REVV,CONSUMER INTERNET,ONLINE INDIAN CAR RENTAL PLATFORM,GURUGRAM,"HYUNDAI, EDELWEISS AND BEENEXT, DREAM INCUBATOR, SUNJAY KAPOOR AND TELAMA INVESTMENT",PRIVATE EQUITY,14270000,4
20/08/2018,FINZY,FINANCE,ONLINE LOAN MATCHMAKING PLATFORM,BENGALURU,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,ANGEL FUNDING,1000000,1
20/08/2018,RAWPRESSERY,CONSUMER INTERNET,ONLINE ORGANIC JUICE DELIVERY SERVICE,MUMBAI,ALTERIA CAPITAL,DEBT FUNDING,4800000,1
17/08/2018,EAZYDINER,CONSUMER INTERNET,ONLINE RESTAURANT TABLE RESERVATION PLATFORM,GURUGRAM,DENLOW INVESTMENT TRUST AND BEENEXT,PRIVATE EQUITY,5850000,1
16/08/2018,ENAKSHI,CONSUMER INTERNET,AI BASED SOLUTIONS PLATFORM,AHMEDABAD,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,ANGEL FUNDING,114811,1
13/08/2018,INTHREE,CONSUMER INTERNET,RURAL ECOMMERCE PLATFORM,CHENNAI,"VENTUREAST, ORIOS VENTURE PARTNERS AND THE IAN FUND",ANGEL FUNDING,4000000,2
13/08/2018,OBSERVE AI,TECHNOLOGY,AI BASED SOLUTIONS PLATFORM,BENGALURU,"NEXUS VENTURE PARTNERS, MGV, LIQUID 2 VENTURES, HACK VC, EMERGENT VENTURES AND Y COMBINATOR",PRIVATE EQUITY,8000000,5
09/08/2018,QUIZIZZ,EDTECH,ELEARNING PLATFORM,BENGALURU,"NEXUS VENTURE PARTNERS, PRIME VENTURE PARTNERS AND OTHERS",ANGEL FUNDING,3000000,2
09/08/2018,HAPPY EMI,FINTECH STARTUP INCUBATION PLATFORM,CONSUMER FINANCING PLATFORM,BENGALURU,AJ VENTURES AND JAIN INTERNATIONAL TRADE ORGANISATION (JITO),ANGEL FUNDING,1000000,1
08/08/2018,HANSEL IO,CONSUMER INTERNET,REALTIME MOBILE APP MANAGEMENT PLATFORM,BENGALURU,"VERTEX VENTURES SOUTHEAST ASIA (SEA) AND INDIA AND SISTEMA ASIA FUND, FOSUN RZ CAPITAL, VENTUREAST, AND ENDIYA PARTNERS.NN",ANGEL FUNDING,4000000,4
08/08/2018,METRO BIKES,CONSUMER INTERNET,ONLINE BIKE RENTAL MARKETPLACE,BENGALURU,"SEQUOIA CAPITAL INDIA ADVISORS, ACCEL PARTNERS AND G RAGHUNANDAN",PRIVATE EQUITY,12200000,2
08/08/2018,PHONE PE,CONSUMER INTERNET,UPI PAYMENTS APP,BENGALURU,"FLIPKART, ACCEL PARTNERS, DELHIVERY, FOXCONN",PRIVATE EQUITY,66000000,4
07/08/2018,MY OMNAMO,CONSUMER INTERNET,HOLY PLATFORM OFFERING CUSTOMISED PUJA PACKAGES TO INDIVIDUALS AND CORPORATES,MUMBAI,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,ANGEL FUNDING,1000000,1
07/08/2018,SHOPX,CONSUMER INTERNET,ASSISTED ECOMMERCE PLATFORM,BENGALURU,FUNG STRATEGIC HOLDINGS,PRIVATE EQUITY,35000000,1
07/08/2018,MAKEMYTRIP,CONSUMER INTERNET,ONLINE TRAVEL AGGREGATOR,GURUGRAM,MAKEMYTRIP LIMITED,PRIVATE EQUITY,10000000,1
03/08/2018,ZIFFYHOMES,CONSUMER INTERNET,ONLINE HOME RENTAL MARKETPLACE,GURUGRAM,"Y COMBINATOR, KHOSLA VENTURES, VY CAPITAL AND OTHERS",PRIVATE EQUITY,120000,3
02/08/2018,SAMOSA LABS,CONSUMER INTERNET,SOCIAL MEDIA AND CHAT ENTERTAINMENT PLATFORM,HYDERABAD,XIAOMI AND SEQUOIA CAPITAL INDIA,PRIVATE EQUITY,7000000,1
01/08/2018,DISHQ,FOODTECH,PERSONALISATION TECHNOLOGY FIRM FOCUSING ON THE FOOD AND BEVERAGE INDUSTRY,BENGALURU,"FARM TO FORK, ARTS ALLIANCE, THE SYNDICATE FUND, SVEN HENSEN, ZEROTH AND ARTESIAN VENTURE PARTNERS",ANGEL FUNDING,400000,5
31/07/2018,FIVE STAR GROUP,FINTECH STARTUP INCUBATION PLATFORM,NONBANK LENDING PLATFORM FOR SME,CHENNAI,"TPG, NORWEST VENTURE PARTNERS, SEQUOIA CAPITAL AND MATRIX PARTNERS",PRIVATE EQUITY,100000000,3
31/07/2018,HEALTHSIGNZ,HEALTHCARE SERVICES DISCOVERY PLATFORM,HEALTH AND WELL BEING PLATFORM,HYDERABAD,KANTILAL PATEL,ANGEL FUNDING,5000000,1
30/07/2018,SHUTTL,CONSUMER INTERNET,BUS AGGREGATION PLATFORM,GURUGRAM,AMAZON ALEXA FUND AND DENTSU VENTURES,PRIVATE EQUITY,11000000,1
30/07/2018,CURE FIT,CONSUMER INTERNET,HEALTH AND FITNESS PLATFORM,BENGALURU,"IDG VENTURES, ACCEL PARTNERS, KALAARI CAPITAL AND OTHERS",PRIVATE EQUITY,120000000,3
26/07/2018,ENTROPIKA,IT INFRASTRUCTURE AND DATA CENTER SERVICES,SOFTWAREASASERVICE PLATFORM,BENGALURU,"BHARAT INNOVATION, IDFCPARAMPARA CAPITAL, ARTHAVIDA VENTURES, JITENDRA GUPTA AND OTHERS",ANGEL FUNDING,1100000,4
26/07/2018,THECAPITALNET,FINTECH STARTUP INCUBATION PLATFORM,UNIFIED GLOBAL INVESTMENTS ECOSYSTEM,HYDERABAD,LINDWALL FAMILY INVESTMENTS LLC (LFI),PRIVATE EQUITY,500000,1
25/07/2018,BLACK SOIL,FINANCE,NONBANKING FINANCIAL COMPANY,MUMBAI,"ALLCARGO LOGISTICS, NAVNEET EDUCATION AND MAHAVIR AGENCY",PRIVATE EQUITY,17000000,2
25/07/2018,TRELL,CONSUMER INTERNET,MOBILEFIRST VIDEO BLOGGING APP,BENGALURU,"BEENEXT , WEH VENTURES AND SPROUT VENTURES",ANGEL FUNDING,1250000,2
25/07/2018,IQLECT,TECHNOLOGY,DATA ANALYTICS FIRM,BENGALURU,VENTUREAST AND EXFINITY,ANGEL FUNDING,2500000,1
24/07/2018,KIDOVATORS,EDTECH,SKILL LEARNING PLATFORM,BENGALURU,GRAY MATTERS CAPITAL,ANGEL FUNDING,180000,1
24/07/2018,DIGITAL MALL ASIA,CONSUMER INTERNET,ONLINE INSURANCE STARTUP,PUNE,FAIRFAX,PRIVATE EQUITY,45000000,1
23/07/2018,VTION,TECHNOLOGY,MEDIA ANALYTICS,GURUGRAM,"ANGELLIST, RAHUL KHANNA, RAJEEV ARORA AND RAM RAMSUNDAR.",ANGEL FUNDING,280000,3
23/07/2018,LOG9 MATERIALS,TECHNOLOGY,NANOTECHNOLOGY COMPANY SPECIALIZING IN GRAPHENE,BENGALURU,"METAFORM VENTURES, HEMANT LUTHRA, MICRO VENTURE CAPITAL FIRM GEMS PARTNERS AND OTHERS",ANGEL FUNDING,436000,3
21/07/2018,PAYSENSE,CONSUMER INTERNET,ONLINE CONSUMER LENDING PLATFORM,MUMBAI,PAYU AND OTHERS,PRIVATE EQUITY,18000000,1
20/07/2018,HOUSINGMAN,CONSUMER INTERNET,PROPERTY DISCOVERY PLATFORM,BENGALURU,UNDISCLOSED INVESTORS AND TAMARIND FAMILY PRIVATE TRUST,ANGEL FUNDING,1500000,1
19/07/2018,BOOK MY SHOW,CONSUMER INTERNET,ONLINE TICKETING PLATFORM,MUMBAI,"TPG GROWTH, THE RISE FUND AND OTHERS",PRIVATE EQUITY,100000000,2
18/07/2018,THE KEN,CONSUMER INTERNET,SUBSCRIPTIONONLY NEWS WEBSITE,BENGALURU,OMIDYAR NETWORK AND OTHERS,ANGEL FUNDING,1500000,1
17/07/2018,OFBUSINESS,FINANCE,ONLINE LENDING PLATFORM FOR SME,GURUGRAM,"CREATION INVESTMENTS, FALCON EDGE, MATRIX PARTNERS INDIA AND ZODIUS CAPITAL",PRIVATE EQUITY,29000000,3
17/07/2018,CARS24,CONSUMER INTERNET,ONLINE USED CAR MARKETPLACE,GURUGRAM,"KINGSWAY FCI FUND, KCK GLOBAL AND OTHERS",PRIVATE EQUITY,49700000,2
13/07/2018,MENGAGE,HEALTHCARE SERVICES DISCOVERY PLATFORM,A DOCTORPATIENT ENGAGEMENT PLATFORM,JAIPUR,"SIDDHARTH AGARWAL, MAHAVIR SHARMA, AMIT SINGAL, 100 COFOUNDERS LAB AND OTHERS.",ANGEL FUNDING,175000,4
12/07/2018,19TH MILE,IT INFRASTRUCTURE AND DATA CENTER SERVICES,ARTIFICIAL INTELLIGENCEBASED SALES ACCELERATION SOFTWARE PLATFORM,GURUGRAM,"RISHI VASUDEV, EXCELSIOR INVESTMENTS, RITESH VOHRA, PRAVEER KUMAR, PRASHANT GUPTA AND OTHERS",ANGEL FUNDING,180000,5
12/07/2018,5TH VITAL,HEALTHCARE SERVICES DISCOVERY PLATFORM,HOME DIAGNOSTICS SERVICES PROVIDER,BENGALURU,BRAND CAPITAL AND OTHERS,ANGEL FUNDING,500000,1
11/07/2018,SAMBANDH,CONSUMER INTERNET,ONLINE MICRO LENDING PLATFORM,ROURKELA,BASE OF PYRAMID ASIA (BOPA) PTE LTD,PRIVATE EQUITY,2500000,1
10/07/2018,AVENUE GROWTH,CONSUMER INTERNET,ONLINE PLATFORM THAT CONNECTS BRANDS WITH FREELANCE SALES PROFESSIONALS,GURUGRAM,"AVTAR MONGA, CHIEF OPERATING OFFICE AT IDFC BANK, ADITYA MALIK AND OTHERS",ANGEL FUNDING,437000,3
10/07/2018,KINARA CAPITAL,FINANCE,LENDING PLATFORM FOR MICRO AND SMALL ENTERPRISES,BENGALURU,"RESPONSABILITY, ELEVAR EQUITY AND ACCEL PARTNERS",PRIVATE EQUITY,5000000,2
10/07/2018,SHOP 101,CONSUMER INTERNET,MOBILE STOREFRONT AND COMMERCE PLATFORM FOR SELLERS,MUMBAI,"STELLARIS VENTURE PARTNERS, VY CAPITAL, RAGHUNANDAN G, AND RAMAKANT SHARMA",PRIVATE EQUITY,5000000,4
09/07/2018,ZIPPSERVE,CONSUMER INTERNET,ONLINE PLATFORM FOR RISKASSESSMENT SERVICES FOR REAL ESTATE INVESTMENTS,BENGALURU,INFO EDGE (INDIA) LTD,ANGEL FUNDING,440000,1
09/07/2018,GROWW,CONSUMER INTERNET,ONLINE PLATFORM THAT SELLS DIRECT PLANS OF MUTUAL FUNDS,BENGALURU,"INSIGNIA VENTURES PARTNERS, LIGHTBRIDGE PARTNERS AND KAIROS",ANGEL FUNDING,1100000,2
06/07/2018,POLICYBAZAAR,CONSUMER INTERNET,ONLINE INSURANCE SELLING PLATFORM,GURUGRAM,INFO EDGE (INDIA) LTD AND TEMASEK,PRIVATE EQUITY,27700000,1
05/07/2018,LOAN TAP,CONSUMER INTERNET,ONLINE LENDING PLATFORM FOR SALARIED PROFESSIONALS,MUMBAI,"SHUNWEI CAPITAL, TUSCAN VENTURES, ASHISH GOENKA, VC FIRMS INDIA QUOTIENT AND KAE CAPITAL",PRIVATE EQUITY,6250000,4
04/07/2018,ANCHANTO,IT INFRASTRUCTURE AND DATA CENTER SERVICES,ECOMMERCE FULFILMENT PLATFORM,PUNE,MDI VENTURES AND TELKOM INDONESIA,PRIVATE EQUITY,4000000,1
02/07/2018,BIRYANI BY KILO,CONSUMER INTERNET,ONLINE FOOD DELIVERY PLATFORM,GURUGRAM,AJAY RELAN AND VINAY MITTAL,ANGEL FUNDING,1000000,1
28/06/2018,FRONT DESK AI,TECHNOLOGY,AN AI PLATFORM OFFERING AUTOMATED CUSTOMER SERVICE SOFTWARE,BENGALURU,SPECIALE INVEST AND OTHERS,ANGEL FUNDING,1100000,1
28/06/2018,EDUREKA,EDTECH,ONLINE EDUCATION PLATFORM,BENGALURU,LEO CAPITAL,ANGEL FUNDING,2000000,1
27/06/2018,WOW EXPRESS,TECHNOLOGY,ECOMMERCE LOGISTICS PLATFORM,MUMBAI,UNDISCLOSED EXISTING INVESTORS AS WELL AS THE TAMARIND FAMILY TRUST,PRIVATE EQUITY,4500000,1
26/06/2018,PAYTM MARKETPLACE,TECHNOLOGY,DIGITAL PAYMENT PLATFORM FOR BEVERAGE DELIVERY,NOIDA,ONE 97 COMMUNICATIONS,PRIVATE EQUITY,8950000,1
26/06/2018,SIGTUPLE,HEALTHCARE SERVICES DISCOVERY PLATFORM,DATA DRIVEN INTELLIGENCE SOLUTIONS PLATFORM,BENGALURU,"ACCEL PARTNERS, IDG VENTURE, ENDIYA PARTNERS, PI VENTURES, VH CAPITAL, AXILOR VENTURES AND BINNY BANSAL",PRIVATE EQUITY,19000000,6
25/06/2018,POLICYBAZAAR,CONSUMER INTERNET,ONLINE INSURANCE SELLING PLATFORM,GURUGRAM,SOFTBANK VISION FUND AND INFO EDGE (INDIA) LTD,PRIVATE EQUITY,200000000,1
25/06/2018,HIPBAR,CONSUMER INTERNET,DIGITAL PAYMENT PLATFORM FOR BEVERAGE DELIVERY,BENGALURU,DIAGEO INDIA,PRIVATE EQUITY,4000000,1
25/06/2018,SQQRL,FINANCE,APPBASED INVESTMENT PLATFORM,GURUGRAM,EQUANIMITY VENTURE FUND,ANGEL FUNDING,1000000,1
22/06/2018,WICKEDRIDE,CONSUMER INTERNET,ONLINE MOTORBIKE AND SCOOTER RENTAL PLATFORMS,BENGALURU,"SEQUOIA CAPITAL, ACCEL PARTNERS AND RAGHUNANDAN GANGAPPA",PRIVATE EQUITY,9100000,2
20/06/2018,DRIP CAPITAL,FINANCE,TRADE FINANCE FIRM,MUMBAI,"ACCEL PARTNERS, SEQUOIA INDIA, Y COMBINATOR AND OTHERS.",PRIVATE EQUITY,15000000,3
19/06/2018,RENTSHER,CONSUMER INTERNET,ONLINE RENTAL MARKETPLACE,BENGALURU,"SHOROOQ INVESTMENTS, LETSVENTURE AND OTHERS",ANGEL FUNDING,1100000,2
18/06/2018,TYNOR OTHONTICS,HEALTHCARE SERVICES DISCOVERY PLATFORM,PROSTHETICS MANUFACTURERS,CHANDIGARH,LIGHTHOUSE FUNDS AND THUASNE PARTICIPATIONS,PRIVATE EQUITY,21000000,1
18/06/2018,ELUCIDATA,IT INFRASTRUCTURE AND DATA CENTER SERVICES,DATA ANALYTICS BASED VERIFICATION SERVICES PLATFORM,DELHI & CAMBRIDGE,HYPERPLANE VENTURE CAPITAL AND SEVERAL ANGEL INVESTORS,ANGEL FUNDING,1700000,1
14/06/2018,HOMELANE,CONSUMER INTERNET,ONLINE HOME FURNISHING SOLUTIONS,BENGALURU,"BRAND CAPITAL, SIDDHIVINAYAK SKYSCRAPERS, DINESH R. CHALLA",ANGEL FUNDING,3450000,3
14/06/2018,NETWORK INTELLIGENCE,TECHNOLOGY,CYBERSECURITY SPECIALIST,MUMBAI,HELIX INVESTMENTS,PRIVATE EQUITY,4800000,1
13/06/2018,NIROGSTREET,HEALTHCARE SERVICES DISCOVERY PLATFORM,AN ONLINE PLATFORM THAT CONNECTS AYURVEDA DOCTORS WITH PATIENTS,GURUGRAM,"SPIRAL VENTURES, SUBHO RAY AND SAMIR KUMAR",ANGEL FUNDING,300000,2
13/06/2018,NIVESH,FINANCE,MASS MARKET MUTUAL FUND INVESTMENT PLATFORM,NOIDA,"LETSVENTURE, RAJAN ANANDAN, BASAB PRADHAN, VIVEK KHARE AND BIJOY GEORGE",ANGEL FUNDING,450000,4
12/06/2018,ALPHA CAPITAL,FINANCE,SUPPLYCHAIN FINANCE,MUMBAI,ALPHA CAPITAL,PRIVATE EQUITY,14800000,1
12/06/2018,ESHAKTI,ECOMMERCE DISCOUNT AND CASHBACK COUPONS PLATFORM,FASHION ETAILER,CHENNAI,"PARAGON PARTNERS, INDIVIDUAL INVESTORS",PRIVATE EQUITY,10100000,2
12/06/2018,DAILY NINJA,CONSUMER INTERNET,HYPERLOCAL DELIVERY PLATFORM,BENGALURU,SAAMA CAPITAL AND SEQUOIA CAPITAL,ANGEL FUNDING,3000000,1
10/06/2018,AYEFINANCE,FINANCE,ONLINE LENDING PLATFORM FOR SALARIED PROFESSIONALS,GURUGRAM,"CAPITALG, SAIF PARTNERS AND LGT IMPACT VENTURES",PRIVATE EQUITY,21500000,2
07/06/2018,ANNAPURNA FINANCE,FINANCE,NONBANKING FINANCIAL COMPANY,BHUBNESWAR,OMAN INDIA JOINT INVESTMENT FUND (OIJIF),PRIVATE EQUITY,23000000,1
07/06/2018,MEESHO,CONSUMER INTERNET,ONLINE MARKETPLACE FOR RESELLERS,BENGALURU,"SEQUOIA CAPITAL INDIA, SAIF PARTNERS, Y COMBINATOR AND VENTURE HIGHWAY",PRIVATE EQUITY,11500000,3
04/06/2018,DIGICONECTT,TECHNOLOGY,SALES ANALYTICS AND ENABLEMENT PLATFORM,BENGALURU,ASPIRE LOGISTICS LLC,ANGEL FUNDING,125000,1
01/06/2018,COINTRIBE,FINANCE,CREDITBASED LENDING MARKETPLACE FOR SMALL AND MEDIUM ENTERPRISES,GURUGRAM,"SABRE PARTNERS, PUNEET DALMIA AND OTHERS",PRIVATE EQUITY,10000000,2
